respid,fdate,qage,s1,s1a,s1com,s2,q1,q2,q3,q4,q5,q6,q7,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13_1,d13_2,d13_3,d13_4,d13_5,d13_6,d14a,d14b,d14c,d15,sex,party_co,age,race,cong_dis,weight
118217,210624,70,70-74, ,70-74,Yes,Not very Likely,Very important,Extremely important,Somewhat important,Extremely important,Somewhat support,Somewhat favorable,Female,70-74 years,No,Yes,"Not married, but living with your partner",Always,Republican,Liberal,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,70,C,5,1.062288
118262,210625,67,65-69, ,65-69,Yes,Not at all likely,Very important,Very important,Very important,Very important,Strongly support,Extremely favorable,Male,65-69 years,No,Yes,"Married,",Always,Republican,Moderate,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,66,C,3,1.079787
118266,210623,54,50-54, ,50-54,Yes,Very Likely,Very important,Extremely important,Somewhat important,Very important,Strongly support,Very favorable,Female,50-54 years,No,Yes,"Married,",Always,Republican,Moderate,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,Yes,Don't know or refused [DO NOT READ],F,S,54,C,1,1.225328
118334,210624,63,60-64, ,60-64,Yes,Extremely likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,No,No,"Widowed,","Seldom,",Independent,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$15,000 to less than $25,000",F,U,63,C,5,1.079926
118392,210623,54,50-54, ,50-54,Yes,Somewhat Likely,Very important,Very important,Somewhat important,Very important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Widowed,",Always,Republican,Moderate,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,Yes,Yes,"$50,000 to less than $60,000",F,S,54,C,7,1.225328
118504,210626,59,55-59, ,55-59,Yes,Somewhat Likely,Very important,Very important,Very important,Very important,Somewhat support,Somewhat favorable,Female,55-59 years,Yes,Yes,Currently Single and never been married,Most of the time,Democrat,Conservative,"Post high school education, but with no degree",Not in the labor force for other reasons,No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,59,B,7,.966596
118519,210626,63,60-64, ,60-64,Yes,Don't know or refused [DO NOT READ],Very important,Very important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Male,60-64 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",M,S,63,C,5,1.27489
118540,210626,59,55-59, ,55-59,Yes,Not at all likely,Very important,Extremely important,Somewhat important,Extremely important,Neither support or oppose [DO NOT READ],Don't know or refused [DO NOT READ],Female,55-59 years,No,Yes,"Married,",Always,Republican,Conservative,"Post-graduate study, but with no degree",Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$60,000 to less than $75,000",M,S,62,C,2,1.283263
118636,210626,56,55-59, ,55-59,Yes,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Male,55-59 years,Don't know or refused [DO NOT READ],No,Currently Single and never been married,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],None of the above [DO NOT READ],High school graduate or equivalent,"Unemployed, but looking for work",No,Asian, , , , , ,No,No,No,"Less than $15,000",F,S,58,C,5,.468468
118639,210626,55,55-59, ,55-59,Yes,Not very Likely,Somewhat important,Somewhat important,Not very important,Not very important,Strongly oppose,Not at all favorable,Male,55-59 years,No,Yes,"Married,",Always,Something else,Conservative,"Post-graduate study, but with no degree",Employed full-time,No,White/Caucasian, , , , , ,Yes,No,No,"$150,000 to less than $200,000",M,S,54,C,7,1.258484
118676,210626,60,60-64, ,60-64,Yes,Very Likely,Extremely important,Very important,Very important,Very important,Strongly support,Very favorable,Male,60-64 years,Yes,Yes,"Divorced,",Always,Independent,Moderate,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$15,000 to less than $25,000",M,S,59,C,2,1.27489
118753,210626,55,55-59, ,55-59,Yes,Not very Likely,Somewhat important,Very important,Not very important,Not very important,Somewhat support,Don't know or refused [DO NOT READ],Male,55-59 years,No,Yes,"Married,",Always,Independent,Conservative,"Post-graduate study, but with no degree",Self-employed full-time,No,White/Caucasian, , , , , ,Yes,No,No,"$200,000 or more",M,S,55,C,2,1.258484
118779,210626,62,60-64, ,60-64,Yes,Very Likely,Not very important,Not very important,Not very important,Not very important,Somewhat oppose,Not very favorable,Male,60-64 years,No,Yes,"Married,",Always,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Graduate or professional degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$125,000 to less than $150,000",F,U,60,C,5,1.27489
118889,210625,80,75+, ,75+,Yes,Not at all likely,Not at all important,Somewhat important,Somewhat important,Somewhat important,Somewhat oppose,Not very favorable,Male,75 + years,No,Yes,"Married,",Always,Independent,Conservative,2-year college degree,"Retired and not working at all,",Yes,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,80,C,4,.370697
119064,210626,73,70-74, ,70-74,Yes,Not at all likely,Very important,Not at all important,Very important,Not at all important,Strongly oppose,Not at all favorable,Female,70-74 years,No,Yes,"Married,",Always,Republican,Conservative,2-year college degree,"Retired and not working at all,",No,Native American or Alaskan Native, , , , , ,No,No,No,"$50,000 to less than $60,000",M,S,59,C,7,.395434
119219,210624,60,60-64, ,60-64,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Don't know or refused [DO NOT READ],Female,60-64 years,No,Yes,"Divorced,",Always,Democrat,Conservative,Graduate or professional degree,Don't know or refused [DO NOT READ],No,Black/African American, , , , , ,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],"$25,000 to less than $35,000",F,E,60,B,7,.813436
119254,210626,59,55-59, ,55-59,Yes,Extremely likely,Extremely important,Very important,Extremely important,Very important,Strongly support,Very favorable,Female,55-59 years,Yes,Yes,Currently Single and never been married,Always,Democrat,Liberal,2-year college degree,Not in the labor force for other reasons,Yes,Pacific Islander/Native Hawaiian/Other Race, , , , , ,No,No,No,"Less than $15,000",F,E,59, ,5,.477692
119298,210624,65,65-69, ,65-69,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,Yes,Yes,"Married,",Always,Democrat,Liberal,"Post high school education, but with no degree",Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,No,No,"$100,000 to less than $125,000",M,U,61,C,1,1.170382
119308,210624,79,75+, ,75+,Yes,Not very Likely,Extremely important,Very important,Very important,Extremely important,Strongly support,Extremely favorable,Male,75 + years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,74,C,2,.995835
119357,210626,52,50-54, ,50-54,Yes,Somewhat Likely,Don't know or refused [DO NOT READ],Very important,Somewhat important,Very important,Strongly support,Very favorable,Male,50-54 years,No,Yes,"Not married, but living with your partner",Always,Republican,Conservative,2-year college degree,Employed full-time,No,Native American or Alaskan Native, , , , , ,Yes,No,No,"$15,000 to less than $25,000",M,S,52,C,3,.418177
119392,210626,62,60-64, ,60-64,Yes,Very Likely,Extremely important,Very important,Very important,Very important,Strongly support,Very favorable,Male,60-64 years,No,Yes,"Married,",Most of the time,Republican,Conservative,4-year college degree,Self-employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",M,S,62,C,5,1.27489
119415,210625,77,75+, ,75+,Yes,Very Likely,Extremely important,Very important,Very important,Extremely important,Strongly support,Don't know or refused [DO NOT READ],Female,75 + years,No,Yes,"Married,",Always,Democrat,Conservative,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",F,E,77,C,5,1.063092
119420,210627,61,60-64, ,60-64,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,Yes,Yes,"Married,",Most of the time,Democrat,Moderate,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$125,000 to less than $150,000",F,E,61,C,7,1.079926
119519,210625,75,75+, ,75+,Yes,Extremely likely,Extremely important,Extremely important,Very important,Extremely important,Strongly support,Extremely favorable,Female,75 + years,No,Yes,"Married,",Most of the time,Democrat,Moderate,2-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$25,000 to less than $35,000",F,E,75,B,3,.800756
119524,210625,74,70-74, ,70-74,Yes,Very Likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Very favorable,Female,70-74 years,Yes,Yes,"Married,",Most of the time,Democrat,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"Less than $15,000",M,S,75,C,2,1.062288
119598,210624,70,70-74, ,70-74,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,Yes,Yes,"Married,",Most of the time,Don't know or refused [DO NOT READ],Conservative,High school graduate or equivalent,"Retired and not working at all,",No,Black/African American, , , , , ,Yes,Yes,No,Don't know or refused [DO NOT READ],F,U,70,B,6,.800151
119724,210625,77,75+, ,75+,Yes,Don't know or refused [DO NOT READ],Extremely important,Don't know or refused [DO NOT READ],Very important,Extremely important,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Female,75 + years,No,Yes,"Married,",Always,Republican,Liberal,"0 to 12th grade, but with no diploma","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,77,C,5,1.063092
119788,210627,60,60-64, ,60-64,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,No,Yes,"Divorced,",Always,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],2-year college degree,Employed full-time,No,Native American or Alaskan Native, , , , , ,Don't know or refused [DO NOT READ],No,No,Don't know or refused [DO NOT READ],F,E,62,B,5,.402
119841,210624,71,70-74, ,70-74,Yes,Very Likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,Yes,"Married,",Most of the time,Independent,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,S,71,C,4,1.062288
119853,210624,66,65-69, ,65-69,Yes,Very Likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,Yes,Yes,"Married,",Always,Democrat,Liberal,"Post high school education, but with no degree",Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,No,No,"$25,000 to less than $35,000",M,E,71,C,6,1.170382
119873,210626,61,60-64, ,60-64,Yes,Somewhat Likely,Extremely important,Extremely important,Very important,Very important,Strongly support,Somewhat favorable,Female,60-64 years,Yes,Yes,Separated,Always,Democrat,Liberal,2-year college degree,"Unemployed, but looking for work",No,Black/African American, , , , , ,Yes,No,No,"Less than $15,000",M,E,60,B,6,.813436
119969,210624,53,50-54, ,50-54,Yes,Don't know or refused [DO NOT READ],Very important,Very important,Very important,Extremely important,Strongly support,Somewhat favorable,Male,50-54 years,No,No,"Not married, but living with your partner",Most of the time,Republican,Conservative,2-year college degree,Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,No,No,"$60,000 to less than $75,000",M,S,53,C,5,1.123384
120092,210623,51,50-54, ,50-54,Yes,Somewhat Likely,Very important,Very important,Extremely important,Not very important,Strongly support,Very favorable,Female,50-54 years,No,Yes,"Married,",Always,Don't know or refused [DO NOT READ],Moderate,Graduate or professional degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,E,51,C,6,1.225328
120098,210624,69,65-69, ,65-69,Yes,Very Likely,Very important,Very important,Very important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,No,Yes,"Married,",Always,Democrat,Moderate,4-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,Yes,No,No,"$25,000 to less than $35,000",F,E,69,B,6,.88157
120120,210627,62,60-64, ,60-64,Yes,Extremely likely,Very important,Somewhat important,Extremely important,Extremely important,Somewhat oppose,Extremely favorable,Male,60-64 years,No,Yes,"Married,",Always,Independent,Moderate,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,U,62, ,7,1.27489
